
Мои предпочтения,77.0
Настройки,2.0
/start,115.0
MENU_INIT_CATEGORY_BUY_FLAT,9.0
MENU_INIT_CATEGORY_NEXT,7.0
MENU_INIT_ROOM1,2.0
MENU_INIT_ROOM2,3.0
MENU_INIT_ROOM4,2.0
MENU_INIT_ROOM3,2.0
MENU_INIT_ROOM0,3.0
MENU_INIT_ROOM_NEXT,3.0
MENU_INIT_DISTRICT_&!!1!!#,7.0
MENU_INIT_DISTRICT_ALL,2.0
MENU_INIT_DISTRICT_NEXT,4.0
MENU_INIT_MONEY_RANGE_ALL,2.0
MENU_INIT_MONEY_RANGE_NEXT,5.0
Мои предпочтения,1.0
Изменить категорию,2.0
MY_MENU21_RENTAL,2.0
🔍 Подобрать,2.0
Мои предпочтения,1.0
Изменить категорию,1.0
Изменить кол-во комнат,3.0
Выбрать районы,2.0
Изменить бюджет,1.0
Изменить бюджет,2.0
MY_MENU24_MONEY_RANGE_SELECT_ALL,4.0
🔍 Подобрать,2.0
WANT_TO_SEE_RENT_12347,1.0
CONFIRM_SEE_CANCEL,1.0
WANT_TO_SEE_RENT_12346,0.0
CONFIRM_SEE_CANCEL,1.0
WANT_TO_SEE_RENT_12346,1.0
CONFIRM_SEE_RENT_12346,39.0
Настройки,1.0
⬅ Назад,1.0
Мои предпочтения,1.0
⬅ Назад,0.0
Мои предпочтения,1.0
Изменить категорию,0.0
MY_MENU21_BUY,1.0
Изменить кол-во комнат,1.0
Изменить бюджет,1.0
Выбрать районы,1.0
Изменить бюджет,0.0
MY_MENU24_MONEY_RANGE_SELECT_ALL,1.0
Выбрать районы,0.0
Изменить категорию,0.0
Изменить кол-во комнат,0.0
Изменить бюджет,0.0
🔍 Подобрать,1.0
Мои предпочтения,0.0
Изменить бюджет,0.0
Изменить категорию,0.0
MY_MENU21_RENTAL,0.0
🔍 Подобрать,1.0
Мои предпочтения,1.0
⬅ Назад,1.0
Мои предпочтения,178.0
Изменить кол-во комнат,7.0
Изменить категорию,3.0
Изменить бюджет,1.0
🔍 Подобрать,1.0
Изменить бюджет,1.0
MY_MENU24_MONEY_RANGE_SELECT_ALL,10.0
🔍 Подобрать,36.0
Мои предпочтения,133.0
Изменить категорию,3.0
MY_MENU21_BUY,7.0
Изменить бюджет,2.0
MY_MENU24_MONEY_RANGE_SELECT_ALL,4.0
🔍 Подобрать,3.0
Мои предпочтения,2.0
Изменить кол-во комнат,3.0
Выбрать районы,2.0
Изменить категорию,1.0
Изменить бюджет,1.0
🔍 Подобрать,1.0
Мои предпочтения,2.0
🔍 Подобрать,1.0
Мои предпочтения,1.0
Изменить категорию,1.0
MY_MENU21_RENTAL,1.0
🔍 Подобрать,1.0
Мои предпочтения,1.0
🔍 Подобрать,1.0
Мои предпочтения,2.0
🔍 Подобрать,1.0
🔍 Подобрать,1.0
Мои предпочтения,1.0
Изменить бюджет,1.0
MY_MENU24_MONEY_RANGE_SELECT_ALL,2.0
🔍 Подобрать,4.0
WANT_TO_SEE_RENT_12348,1.0
CONFIRM_SEE_RENT_12348,34.0
Настройки,1.0
⬅ Назад,1.0
Мои предпочтения,1.0
⬅ Назад,0.0
Мои предпочтения,1.0
Изменить категорию,1.0
MY_MENU21_BUY,1.0
Изменить кол-во комнат,1.0
Выбрать районы,1.0
Изменить бюджет,1.0
MY_MENU24_MONEY_RANGE_SELECT_ALL,1.0
🔍 Подобрать,1.0
Мои предпочтения,1.0
Изменить категорию,1.0
Изменить бюджет,1.0
Изменить кол-во комнат,1.0
Выбрать районы,0.0
Изменить категорию,1.0
🔍 Подобрать,1.0
WANT_TO_SEE_BUY_12347,1.0
CONFIRM_SEE_BUY_12347,10.0
Настройки,1.0
⬅ Назад,1.0
Настройки,2.0
Указать телефон,2.0
⬅ Назад,3.0
⬅ Назад,1.0
Мои предпочтения,0.0
🔍 Подобрать,1.0
Мои предпочтения,0.0
Изменить категорию,1.0
Изменить кол-во комнат,1.0
Выбрать районы,1.0
Изменить бюджет,0.0
🔍 Подобрать,2.0
Мои предпочтения,1.0
Изменить кол-во комнат,1.0
MY_MENU22_ROOM0,2.0
MY_MENU22_ROOM3,2.0
Изменить кол-во комнат,1.0
Изменить категорию,1.0
Выбрать районы,1.0
MY_MENU23_DISTRICT_SELECT_ALL,2.0
MY_MENU23_DISTRICT_&!!13!!#,1.0
Изменить бюджет,1.0
Выбрать районы,1.0
Изменить бюджет,1.0
Изменить кол-во комнат,0.0
Изменить бюджет,1.0
MY_MENU24_MONEY_RANGE_&buy14buy#,11.0
MY_MENU24_MONEY_RANGE_&buy14buy#,3.0
MY_MENU24_MONEY_RANGE_SELECT_ALL,1.0
MY_MENU24_MONEY_RANGE_&buy14buy#,0.0
Изменить бюджет,1.0
Изменить кол-во комнат,1.0
🔍 Подобрать,1.0
Мои предпочтения,1.0
Выбрать районы,1.0
Изменить категорию,2.0
Выбрать районы,0.0
MY_MENU23_DISTRICT_SELECT_ALL,0.0
Изменить категорию,1.0
Выбрать районы,1.0
Изменить кол-во комнат,1.0
MY_MENU22_ROOM0,1.0
🔍 Подобрать,0.0
Мои предпочтения,1.0
Изменить бюджет,1.0
MY_MENU24_MONEY_RANGE_SELECT_ALL,1.0
🔍 Подобрать,0.0
Мои предпочтения,1.0
Изменить категорию,1.0
Выбрать районы,1.0
Изменить кол-во комнат,1.0
MY_MENU22_ROOM3,1.0
🔍 Подобрать,1.0
Настройки,1.0
⬅ Назад,1.0
Мои предпочтения,1.0
Изменить категорию,1.0
